time_period,time_identifier,geographic_level,country_code,country_name,gender,subject,mode_of_study,level,domicile,t_students
202122,Academic year,National,K02000001,United Kingdom,Total,Medicine and dentistry,Part-time,Total Postgraduate,Total,12365
202122,Academic year,National,K02000001,United Kingdom,Total,Medicine and dentistry,Total,Total Postgraduate,Total,23375
202122,Academic year,National,K02000001,United Kingdom,Total,Physical sciences,Full-time,Total Postgraduate,Total,12435
202122,Academic year,National,K02000001,United Kingdom,Total,Physical sciences,Part-time,Total Postgraduate,Total,1495
202122,Academic year,National,K02000001,United Kingdom,Total,Physical sciences,Total,Total Postgraduate,Total,13930
202122,Academic year,National,K02000001,United Kingdom,Total,Psychology,Full-time,Total Postgraduate,Total,20780
202122,Academic year,National,K02000001,United Kingdom,Total,Psychology,Part-time,Total Postgraduate,Total,15860
202122,Academic year,National,K02000001,United Kingdom,Total,Psychology,Total,Total Postgraduate,Total,36640
202122,Academic year,National,K02000001,United Kingdom,Total,Social sciences,Full-time,Total Postgraduate,Total,44545
202122,Academic year,National,K02000001,United Kingdom,Total,Social sciences,Part-time,Total Postgraduate,Total,27060
202122,Academic year,National,K02000001,United Kingdom,Total,Social sciences,Total,Total Postgraduate,Total,71605
202122,Academic year,National,K02000001,United Kingdom,Total,Subjects allied to medicine,Full-time,Total Postgraduate,Total,36730
202122,Academic year,National,K02000001,United Kingdom,Total,Subjects allied to medicine,Part-time,Total Postgraduate,Total,64445
202122,Academic year,National,K02000001,United Kingdom,Total,Subjects allied to medicine,Total,Total Postgraduate,Total,101175
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Overseas students,345655
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Total,539065
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,UK students,193410
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,Overseas students,27160
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,Total,282960
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total Postgraduate,UK students,255800
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,Overseas students,372815
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,Total,822025
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total Postgraduate,UK students,449210
202122,Academic year,National,K02000001,United Kingdom,Total,Veterinary sciences,Full-time,Total Postgraduate,Total,525
202122,Academic year,National,K02000001,United Kingdom,Total,Veterinary sciences,Part-time,Total Postgraduate,Total,1885
202122,Academic year,National,K02000001,United Kingdom,Total,Veterinary sciences,Total,Total Postgraduate,Total,2415
202122,Academic year,National,K02000001,United Kingdom,Female,"Agriculture, food and related studies",Full-time,Total,Total,10130
202122,Academic year,National,K02000001,United Kingdom,Female,"Agriculture, food and related studies",Part-time,Total,Total,3055
202122,Academic year,National,K02000001,United Kingdom,Female,"Agriculture, food and related studies",Total,Total,Total,13185
202122,Academic year,National,K02000001,United Kingdom,Female,"Architecture, building and planning",Full-time,Total,Total,19485
202122,Academic year,National,K02000001,United Kingdom,Female,"Architecture, building and planning",Part-time,Total,Total,5115
202122,Academic year,National,K02000001,United Kingdom,Female,"Architecture, building and planning",Total,Total,Total,24600
202122,Academic year,National,K02000001,United Kingdom,Female,Biological and sport sciences,Full-time,Total,Total,53960
202122,Academic year,National,K02000001,United Kingdom,Female,Biological and sport sciences,Part-time,Total,Total,6025
202122,Academic year,National,K02000001,United Kingdom,Female,Biological and sport sciences,Total,Total,Total,59985
202122,Academic year,National,K02000001,United Kingdom,Female,Business and management,Full-time,Total,Total,214235
202122,Academic year,National,K02000001,United Kingdom,Female,Business and management,Part-time,Total,Total,38650
202122,Academic year,National,K02000001,United Kingdom,Female,Business and management,Total,Total,Total,252885
202122,Academic year,National,K02000001,United Kingdom,Female,Combined and general studies,Full-time,Total,Total,7635
202122,Academic year,National,K02000001,United Kingdom,Female,Combined and general studies,Part-time,Total,Total,23305
202122,Academic year,National,K02000001,United Kingdom,Female,Combined and general studies,Total,Total,Total,30940
202122,Academic year,National,K02000001,United Kingdom,Female,Computing,Full-time,Total,Total,30020
202122,Academic year,National,K02000001,United Kingdom,Female,Computing,Part-time,Total,Total,7770
202122,Academic year,National,K02000001,United Kingdom,Female,Computing,Total,Total,Total,37785
202122,Academic year,National,K02000001,United Kingdom,Female,"Design, and creative and performing arts",Full-time,Total,Total,120230
202122,Academic year,National,K02000001,United Kingdom,Female,"Design, and creative and performing arts",Part-time,Total,Total,10470
202122,Academic year,National,K02000001,United Kingdom,Female,"Design, and creative and performing arts",Total,Total,Total,130700
202122,Academic year,National,K02000001,United Kingdom,Female,Education and teaching,Full-time,Total,Total,70325
202122,Academic year,National,K02000001,United Kingdom,Female,Education and teaching,Part-time,Total,Total,39120
202122,Academic year,National,K02000001,United Kingdom,Female,Education and teaching,Total,Total,Total,109450
202122,Academic year,National,K02000001,United Kingdom,Female,Engineering and technology,Full-time,Total,Total,33425
202122,Academic year,National,K02000001,United Kingdom,Female,Engineering and technology,Part-time,Total,Total,5795
202122,Academic year,National,K02000001,United Kingdom,Female,Engineering and technology,Total,Total,Total,39225
202122,Academic year,National,K02000001,United Kingdom,Female,"Geography, earth and environmental studies (natural sciences)",Full-time,Total,Total,13870
202122,Academic year,National,K02000001,United Kingdom,Female,"Geography, earth and environmental studies (natural sciences)",Part-time,Total,Total,3765
202122,Academic year,National,K02000001,United Kingdom,Female,"Geography, earth and environmental studies (natural sciences)",Total,Total,Total,17635
202122,Academic year,National,K02000001,United Kingdom,Female,"Geography, earth and environmental studies (social sciences)",Full-time,Total,Total,6640
202122,Academic year,National,K02000001,United Kingdom,Female,"Geography, earth and environmental studies (social sciences)",Part-time,Total,Total,590
202122,Academic year,National,K02000001,United Kingdom,Female,"Geography, earth and environmental studies (social sciences)",Total,Total,Total,7230
202122,Academic year,National,K02000001,United Kingdom,Female,"Historical, philosophical and religious studies",Full-time,Total,Total,37520
202122,Academic year,National,K02000001,United Kingdom,Female,"Historical, philosophical and religious studies",Part-time,Total,Total,9035
202122,Academic year,National,K02000001,United Kingdom,Female,"Historical, philosophical and religious studies",Total,Total,Total,46550
202122,Academic year,National,K02000001,United Kingdom,Female,Language and area studies,Full-time,Total,Total,51465
202122,Academic year,National,K02000001,United Kingdom,Female,Language and area studies,Part-time,Total,Total,12080
202122,Academic year,National,K02000001,United Kingdom,Female,Language and area studies,Total,Total,Total,63545
202122,Academic year,National,K02000001,United Kingdom,Female,Law,Full-time,Total,Total,71240
202122,Academic year,National,K02000001,United Kingdom,Female,Law,Part-time,Total,Total,19880
202122,Academic year,National,K02000001,United Kingdom,Female,Law,Total,Total,Total,91120
202122,Academic year,National,K02000001,United Kingdom,Female,Mathematical sciences,Full-time,Total,Total,19295
202122,Academic year,National,K02000001,United Kingdom,Female,Mathematical sciences,Part-time,Total,Total,5960
202122,Academic year,National,K02000001,United Kingdom,Female,Mathematical sciences,Total,Total,Total,25260
202122,Academic year,National,K02000001,United Kingdom,Female,"Media, journalism and communications",Full-time,Total,Total,27165
202122,Academic year,National,K02000001,United Kingdom,Female,"Media, journalism and communications",Part-time,Total,Total,2200
202122,Academic year,National,K02000001,United Kingdom,Female,"Media, journalism and communications",Total,Total,Total,29365
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Full-time,Total,Total,44775
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Part-time,Total,Total,8360
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Total,Total,Total,53130
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Full-time,Total,Total,31265
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Part-time,Total,Total,3750
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Total,Total,Total,35015
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Full-time,Total,Total,83065
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Part-time,Total,Total,39160
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Total,Total,Total,122225
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Full-time,Total,Total,150105
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Part-time,Total,Total,45885
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Total,Total,Total,195985
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Full-time,Total,Total,202540
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Part-time,Total,Total,91035
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Total,Total,Total,293575
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Overseas students,325710
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Total,1308335
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,UK students,982625
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Overseas students,23835
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Total,386235
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,UK students,362400
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Overseas students,349545
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Total,1694565
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,UK students,1345025
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Full-time,Total,Total,8535
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Part-time,Total,Total,1640
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Total,Total,Total,10175
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Full-time,Total,Total,7525
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Part-time,Total,Total,2360
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Total,Total,Total,9885
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Full-time,Total,Total,28085
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Part-time,Total,Total,11605
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Total,Total,Total,39695
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Full-time,Total,Total,54775
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Part-time,Total,Total,6625
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Total,Total,Total,61400
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Full-time,Total,Total,245615
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Part-time,Total,Total,38055
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Total,Total,Total,283675
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Full-time,Total,Total,5365
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Part-time,Total,Total,14250
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Total,Total,Total,19615
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Full-time,Total,Total,105605
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Part-time,Total,Total,23135
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Total,Total,Total,128740
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Full-time,Total,Total,66025
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Part-time,Total,Total,4885
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Total,Total,Total,70910
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Full-time,Total,Total,16885
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Part-time,Total,Total,13770
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Total,Total,Total,30655
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Full-time,Total,Total,127325
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Part-time,Total,Total,30630
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Total,Total,Total,157955
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Full-time,Total,Total,12720
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Part-time,Total,Total,2780
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Total,Total,Total,15500
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Full-time,Total,Total,4865
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Part-time,Total,Total,410
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Total,Total,Total,5275
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Full-time,Total,Total,28785
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Part-time,Total,Total,8030
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Total,Total,Total,36815
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Full-time,Total,Total,18470
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Part-time,Total,Total,5285
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Total,Total,Total,23755
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Full-time,Total,Total,39635
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Part-time,Total,Total,12175
202122,Academic year,National,K02000001,United Kingdom,Male,Law,Total,Total,Total,51810
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Full-time,Total,Total,26650
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Part-time,Total,Total,5705
202122,Academic year,National,K02000001,United Kingdom,Male,Mathematical sciences,Total,Total,Total,32355
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Full-time,Total,Total,18160
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Part-time,Total,Total,1385
202122,Academic year,National,K02000001,United Kingdom,Male,"Media, journalism and communications",Total,Total,Total,19545
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Full-time,Total,Total,26010
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Part-time,Total,Total,5165
202122,Academic year,National,K02000001,United Kingdom,Male,Medicine and dentistry,Total,Total,Total,31175
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Full-time,Total,Total,36895
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Part-time,Total,Total,4315
202122,Academic year,National,K02000001,United Kingdom,Male,Physical sciences,Total,Total,Total,41210
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Full-time,Total,Total,21700
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Part-time,Total,Total,9415
202122,Academic year,National,K02000001,United Kingdom,Male,Psychology,Total,Total,Total,31115
202122,Academic year,National,K02000001,United Kingdom,Male,Social sciences,Full-time,Total,Total,81085
202122,Academic year,National,K02000001,United Kingdom,Male,Social sciences,Part-time,Total,Total,15305
202122,Academic year,National,K02000001,United Kingdom,Male,Social sciences,Total,Total,Total,96390
202122,Academic year,National,K02000001,United Kingdom,Male,Subjects allied to medicine,Full-time,Total,Total,52035
202122,Academic year,National,K02000001,United Kingdom,Male,Subjects allied to medicine,Part-time,Total,Total,23440
202122,Academic year,National,K02000001,United Kingdom,Male,Subjects allied to medicine,Total,Total,Total,75475
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Overseas students,310375
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Total,1027550
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,UK students,717170
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Overseas students,20560
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Total,242370
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,UK students,221810
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Overseas students,330935
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Total,1269920
202122,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,UK students,938980
202122,Academic year,National,K02000001,United Kingdom,Male,Veterinary sciences,Full-time,Total,Total,1760
202122,Academic year,National,K02000001,United Kingdom,Male,Veterinary sciences,Part-time,Total,Total,445
202122,Academic year,National,K02000001,United Kingdom,Male,Veterinary sciences,Total,Total,Total,2200
202122,Academic year,National,K02000001,United Kingdom,Total,"Agriculture, food and related studies",Full-time,Total,Total,17680
202122,Academic year,National,K02000001,United Kingdom,Total,"Agriculture, food and related studies",Part-time,Total,Total,5440
202122,Academic year,National,K02000001,United Kingdom,Total,"Agriculture, food and related studies",Total,Total,Total,23120
202122,Academic year,National,K02000001,United Kingdom,Total,"Architecture, building and planning",Full-time,Total,Total,47625
202122,Academic year,National,K02000001,United Kingdom,Total,"Architecture, building and planning",Part-time,Total,Total,16770
202122,Academic year,National,K02000001,United Kingdom,Total,"Architecture, building and planning",Total,Total,Total,64395
202122,Academic year,National,K02000001,United Kingdom,Total,Biological and sport sciences,Full-time,Total,Total,109035
202122,Academic year,National,K02000001,United Kingdom,Total,Biological and sport sciences,Part-time,Total,Total,12680
202122,Academic year,National,K02000001,United Kingdom,Total,Biological and sport sciences,Total,Total,Total,121720
202122,Academic year,National,K02000001,United Kingdom,Total,Business and management,Full-time,Total,Total,460245
202122,Academic year,National,K02000001,United Kingdom,Total,Business and management,Part-time,Total,Total,76820
202122,Academic year,National,K02000001,United Kingdom,Total,Business and management,Total,Total,Total,537065
202122,Academic year,National,K02000001,United Kingdom,Total,Combined and general studies,Full-time,Total,Total,13060
202122,Academic year,National,K02000001,United Kingdom,Total,Combined and general studies,Part-time,Total,Total,37620
202122,Academic year,National,K02000001,United Kingdom,Total,Combined and general studies,Total,Total,Total,50680
202122,Academic year,National,K02000001,United Kingdom,Total,Computing,Full-time,Total,Total,136060
202122,Academic year,National,K02000001,United Kingdom,Total,Computing,Part-time,Total,Total,31000
202122,Academic year,National,K02000001,United Kingdom,Total,Computing,Total,Total,Total,167060
202122,Academic year,National,K02000001,United Kingdom,Total,"Design, and creative and performing arts",Full-time,Total,Total,187630
202122,Academic year,National,K02000001,United Kingdom,Total,"Design, and creative and performing arts",Part-time,Total,Total,15565
202122,Academic year,National,K02000001,United Kingdom,Total,"Design, and creative and performing arts",Total,Total,Total,203195
202122,Academic year,National,K02000001,United Kingdom,Total,Education and teaching,Full-time,Total,Total,87345
202122,Academic year,National,K02000001,United Kingdom,Total,Education and teaching,Part-time,Total,Total,53055
202122,Academic year,National,K02000001,United Kingdom,Total,Education and teaching,Total,Total,Total,140395
202122,Academic year,National,K02000001,United Kingdom,Total,Engineering and technology,Full-time,Total,Total,161040
202122,Academic year,National,K02000001,United Kingdom,Total,Engineering and technology,Part-time,Total,Total,36505
202122,Academic year,National,K02000001,United Kingdom,Total,Engineering and technology,Total,Total,Total,197545
202122,Academic year,National,K02000001,United Kingdom,Total,"Geography, earth and environmental studies (natural sciences)",Full-time,Total,Total,26655
202122,Academic year,National,K02000001,United Kingdom,Total,"Geography, earth and environmental studies (natural sciences)",Part-time,Total,Total,6565
202122,Academic year,National,K02000001,United Kingdom,Total,"Geography, earth and environmental studies (natural sciences)",Total,Total,Total,33220
202122,Academic year,National,K02000001,United Kingdom,Total,"Geography, earth and environmental studies (social sciences)",Full-time,Total,Total,11535
202122,Academic year,National,K02000001,United Kingdom,Total,"Geography, earth and environmental studies (social sciences)",Part-time,Total,Total,1005
202122,Academic year,National,K02000001,United Kingdom,Total,"Geography, earth and environmental studies (social sciences)",Total,Total,Total,12540
202122,Academic year,National,K02000001,United Kingdom,Total,"Historical, philosophical and religious studies",Full-time,Total,Total,66635
202122,Academic year,National,K02000001,United Kingdom,Total,"Historical, philosophical and religious studies",Part-time,Total,Total,17170
202122,Academic year,National,K02000001,United Kingdom,Total,"Historical, philosophical and religious studies",Total,Total,Total,83800
202122,Academic year,National,K02000001,United Kingdom,Total,Language and area studies,Full-time,Total,Total,70410
202122,Academic year,National,K02000001,United Kingdom,Total,Language and area studies,Part-time,Total,Total,17560
202122,Academic year,National,K02000001,United Kingdom,Total,Language and area studies,Total,Total,Total,87970
202122,Academic year,National,K02000001,United Kingdom,Total,Law,Full-time,Total,Total,110990
202122,Academic year,National,K02000001,United Kingdom,Total,Law,Part-time,Total,Total,32105
202122,Academic year,National,K02000001,United Kingdom,Total,Law,Total,Total,Total,143095
202122,Academic year,National,K02000001,United Kingdom,Total,Mathematical sciences,Full-time,Total,Total,46085
202122,Academic year,National,K02000001,United Kingdom,Total,Mathematical sciences,Part-time,Total,Total,11675
202122,Academic year,National,K02000001,United Kingdom,Total,Mathematical sciences,Total,Total,Total,57765
202122,Academic year,National,K02000001,United Kingdom,Total,"Media, journalism and communications",Full-time,Total,Total,45530
202122,Academic year,National,K02000001,United Kingdom,Total,"Media, journalism and communications",Part-time,Total,Total,3605
202122,Academic year,National,K02000001,United Kingdom,Total,"Media, journalism and communications",Total,Total,Total,49130
202122,Academic year,National,K02000001,United Kingdom,Total,Medicine and dentistry,Full-time,Total,Total,70925
202122,Academic year,National,K02000001,United Kingdom,Total,Medicine and dentistry,Part-time,Total,Total,13560
202122,Academic year,National,K02000001,United Kingdom,Total,Medicine and dentistry,Total,Total,Total,84485
202122,Academic year,National,K02000001,United Kingdom,Total,Physical sciences,Full-time,Total,Total,68375
202122,Academic year,National,K02000001,United Kingdom,Total,Physical sciences,Part-time,Total,Total,8090
202122,Academic year,National,K02000001,United Kingdom,Total,Physical sciences,Total,Total,Total,76460
202122,Academic year,National,K02000001,United Kingdom,Total,Psychology,Full-time,Total,Total,105080
202122,Academic year,National,K02000001,United Kingdom,Total,Psychology,Part-time,Total,Total,48710
202122,Academic year,National,K02000001,United Kingdom,Total,Psychology,Total,Total,Total,153785
202122,Academic year,National,K02000001,United Kingdom,Total,Social sciences,Full-time,Total,Total,231735
202122,Academic year,National,K02000001,United Kingdom,Total,Social sciences,Part-time,Total,Total,61385
202122,Academic year,National,K02000001,United Kingdom,Total,Social sciences,Total,Total,Total,293120
202122,Academic year,National,K02000001,United Kingdom,Total,Subjects allied to medicine,Full-time,Total,Total,254875
202122,Academic year,National,K02000001,United Kingdom,Total,Subjects allied to medicine,Part-time,Total,Total,114715
202122,Academic year,National,K02000001,United Kingdom,Total,Subjects allied to medicine,Total,Total,Total,369590
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Overseas students,637055
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Total,2341840
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,UK students,1704785
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,Overseas students,44545
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,Total,630495
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Part-time,Total,UK students,585945
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,Overseas students,681600
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,Total,2972330
202122,Academic year,National,K02000001,United Kingdom,Total,Total,Total,Total,UK students,2290730
202122,Academic year,National,K02000001,United Kingdom,Total,Veterinary sciences,Full-time,Total,Total,10305
202122,Academic year,National,K02000001,United Kingdom,Total,Veterinary sciences,Part-time,Total,Total,2110
202122,Academic year,National,K02000001,United Kingdom,Total,Veterinary sciences,Total,Total,Total,12415
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,Overseas students,135165
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,Total,858185
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,First degree,UK students,723020
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and Others,Overseas students,92530
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and Others,Total,170855
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Masters and Others,UK students,78325
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,Overseas students,4615
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,Total,77740
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Other Undergraduate,UK students,73130
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,Overseas students,17935
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,Total,37515
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,PhD and equivalent,UK students,19585
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Overseas students,250240
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,Total,1144300
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total,UK students,894055
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,Overseas students,110460
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,Total,208375
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Postgraduate,UK students,97910
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,Overseas students,139780
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,Total,935925
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Full-time,Total Undergraduate,UK students,796145
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,Overseas students,2105
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,Total,101695
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,First degree,UK students,99555
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and Others,Overseas students,9555
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and Others,Total,133395
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Masters and Others,UK students,123835
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,Overseas students,6180
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,Total,99440
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Other Undergraduate,UK students,93180
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,Overseas students,2015
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,Total,12975
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,PhD and equivalent,UK students,10960
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Overseas students,19855
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,Total,347385
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total,UK students,327530
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,Overseas students,11570
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,Total,146365
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Postgraduate,UK students,134795
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,Overseas students,8285
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,Total,201020
