time_period,time_identifier,geographic_level,country_code,country_name,education_function,expenditure_type,expenditure_level,t_expenditure_millions,t_expenditure_real_terms_millions,pt_expenditure_of_gdp
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Local,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Local,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Local,39.75,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Local,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Local,39.75,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Current,Local,45919.255000000005,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Capital,Local,3278.8090000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Total,Local,49198.064000000006,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Current,Central,124.169,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Central,2.6230000000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Total,Central,126.792,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Current,Central,863.32400000000007,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Central,65.945999999999998,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Total,Central,929.2700000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Central,40572.376000000004,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Central,2336.748,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Central,42909.124000000003,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Central,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Central,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Central,0,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Central,4023.3650000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Central,529.12900000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Central,4552.4940000000006,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Central,821.19,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Central,6.83,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Central,828.0200000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Central,-0.16200000000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Central,2971.8340000000003,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Central,2971.6720000000005,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Central,2098.9360000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Central,652.899,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Central,2751.835,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Current,Central,48503.198000000011,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Capital,Central,6566.0090000000009,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Total,Central,55069.207000000009,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Current,Total,4323.2640000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Capital,Total,176.93699999999998,z,z
202223,Financial year,National,K02000001,United Kingdom,Under fives,Total,Total,4500.2010000000009,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Current,Total,27356.534,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Capital,Total,1912.075,z,z
202223,Financial year,National,K02000001,United Kingdom,Primary education,Total,Total,29268.609,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Current,Total,50725.387000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Capital,Total,3540.0079999999998,z,z
202223,Financial year,National,K02000001,United Kingdom,Secondary education,Total,Total,54265.395000000004,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Current,Total,711.83799999999997,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Capital,Total,36.414999999999999,z,z
202223,Financial year,National,K02000001,United Kingdom,Post-secondary non-tertiary education,Total,Total,748.25299999999993,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Current,Total,4023.3650000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Capital,Total,529.12900000000002,z,z
202223,Financial year,National,K02000001,United Kingdom,Tertiary education,Total,Total,4552.4940000000006,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Current,Total,5143.5409999999993,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Capital,Total,25.521000000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Subsidiary services to education,Total,Total,5169.0619999999999,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Current,Total,-0.16200000000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Capital,Total,2971.8340000000003,z,z
202223,Financial year,National,K02000001,United Kingdom,Research & Development education,Total,Total,2971.6720000000005,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Current,Total,2138.6860000000001,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Capital,Total,652.899,z,z
202223,Financial year,National,K02000001,United Kingdom,Education not elsewhere covered,Total,Total,2791.585,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Current,Total,94422.453000000009,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Capital,Total,9844.8180000000011,z,z
202223,Financial year,National,K02000001,United Kingdom,Total,Total,Total,104267.27100000001,104267.271,4.11819212676796
